H00001 NP_001005484.1
H19499 NP_001103690.1
H19500 NP_001103689.1
H19501 NP_057058.2
H19502 NP_783195.2
H19503 NP_006522.2
H19504 NP_612141.1
H19505 NP_777588.1
H19506 NP_071904.4
H19507 NP_055387.2
H19508 NP_005861.2
H19509 NP_001159489.1
H19510 NP_659498.4
H19511 NP_076931.1
H19512 NP_694983.2
H19513 NP_689939.1
H19514 NP_002001.1
H19515 NP_000222.1
H19516 NP_055178.3
H19517 NP_683760.1
H19518 NP_061117.2
H19519 NP_005923.2
H19520 NP_001007538.1
H19521 NP_001129288.1
H19522 NP_001014442.2
H19523 XP_001715382.2
H19524 NP_001159743.1
H19525 NP_694568.1
H19526 NP_848635.2
H19527 XP_002343272.1
H19528 NP_006428.2
H19529 NP_001667.4
H19530 NP_001172014.1
H19531 NP_001171922.1
H19532 NP_112567.2
H19533 NP_060921.3
H19534 NP_112241.2
H19535 NP_954589.1
H19536 NP_689917.2
H19537 NP_004676.3
H19538 NP_054808.1
H19539 NP_001008564.1
H19540 NP_057613.4
H19541 NP_001007539.1
H19542 NP_005968.1
H19543 NP_898864.1
H19544 NP_898865.1
H19545 NP_001251.1
H19546 NP_006637.2
H19547 NP_005279.1
H19548 NP_872294.2
H19549 NP_000973.2
H19550 NP_996563.1
H19551 NP_002088.2
H19552 NP_690876.3
H19553 NP_001159733.1
H19554 NP_001159734.1
H19555 NP_001159735.1
H19556 NP_699202.1
H19557 NP_689918.1
H19558 NP_057056.1
H19559 NP_663632.1
H19560 NP_000200.1
H19561 XP_001720065.1
H19562 NP_001256.2
H19563 NP_001099047.1
H19564 NP_004110.2
H19565 NP_787050.6
H19566 NP_002010.2
H19567 NP_001153502.1
H19568 NP_001153392.1
H19569 NP_001153503.1
H19570 NP_057016.1
H19571 NP_001129391.1
H19572 NP_861450.1
H19573 NP_001028774.2
H19574 NP_056048.1
H19575 NP_003036.1
H19576 NP_009037.1
H19577 NP_001014402.1
H19578 NP_115492.1
H19579 NP_002119.1
H19580 NP_005791.3
H19581 NP_001620.2
H19582 NP_116238.2
H19583 NP_689538.1
H19584 NP_006635.2
H19585 NP_919299.3
H19586 NP_570718.1
H19587 NP_001159530.1
H19588 NP_075463.2
H19589 NP_001130043.1
H19590 NP_000050.2
H19591 NP_438169.2
H19592 NP_001073159.1
H19593 NP_149102.3
H19594 NP_055702.1
H19595 NP_055847.1
H19596 NP_004786.2
H19597 NP_821074.1
H19598 NP_821075.1
H19599 NP_443083.1
H19600 NP_853536.2
H19601 NP_002906.1
H19602 NP_056493.3
H19603 NP_005575.1
H19604 NP_004725.1
H19605 NP_060296.2
H19606 NP_001138456.1
H19607 NP_001138454.1
H19608 NP_001138455.1
H19609 NP_001138453.1
H19610 NP_001138457.1
H19611 NP_001138458.1
H19612 NP_001135766.1
H19613 NP_001135767.1
H19614 NP_001135768.1
H19615 NP_055902.1
H19616 XP_003118939.1
H19617 NP_003905.1
H19618 NP_001104515.1
H19619 NP_001104516.1
H19620 NP_001104517.1
H19621 NP_982276.2
H19622 NP_000529.1
H19623 NP_001120689.1
H19624 NP_005896.1
H19625 NP_037470.1
H19626 NP_001135836.1
H19627 NP_852480.1
H19628 NP_001014308.2
H19629 NP_060039.1
H19630 NP_660204.2
H19631 NP_006466.2
H19632 NP_001129406.1
H19633 NP_001129407.1
H19634 NP_001129408.1
H19635 NP_057263.1
H19636 NP_003297.1
H19637 NP_001129427.1
H19638 NP_001129428.1
H19639 NP_001129429.1
H19640 NP_001129430.1
H19641 NP_057701.1
H19642 NP_997244.3
H19643 NP_660329.1
H19644 NP_001137505.1
H19645 NP_079414.3
H19646 NP_733837.2
H19647 NP_001012772.1
H19648 NP_001017370.1
H19649 NP_005771.1
H19650 NP_001138551.1
H19651 NP_065802.1
H19652 NP_002006.2
H19653 NP_005821.2
H19654 NP_055067.1
H19655 NP_001138825.1
H19656 NP_758961.1
H19657 NP_009118.1
H19658 NP_690867.3
H19659 NP_115514.2
H19660 NP_004285.2
H19661 NP_078837.3
H19662 NP_001104268.1
H19663 NP_060997.2
H19664 NP_054778.2
H19665 NP_055873.1
H19666 NP_001009814.1
H19667 NP_821077.1
H19668 NP_690874.2
H19669 NP_057332.1
H19670 NP_003692.1
H19671 NP_143026.1
H19672 NP_872314.1
H19673 NP_001002264.1
H19674 NP_150280.1
H19675 NP_037370.2
H19676 NP_060463.2
H19677 NP_001121087.1
H19678 NP_659411.2
H19679 NP_694950.2
H19680 NP_001121775.1
H19681 NP_001010897.1
H19682 NP_904358.2
H19683 NP_006013.1
H19684 NP_036477.2
H19685 NP_061029.2
H19686 NP_004119.1
H19687 NP_940686.2
H19688 NP_003286.1
H19689 NP_001010875.1
H19690 XP_003118940.1
H19691 NP_113619.1
H19692 NP_872348.2
H19693 NP_689932.1
H19694 NP_942146.2
H19695 NP_055885.3
H19696 NP_001863.2
H19697 NP_057497.3
H19698 NP_002289.2
H19699 NP_079389.2
H19700 XP_001716719.1
H19701 NP_001157685.1
H19702 NP_055931.1
H19703 NP_001157683.1
H19704 NP_001975.1
H19705 NP_001159419.1
H19706 NP_000612.1
H19707 NP_003841.1
H19708 NP_060753.1
H19709 NP_054885.1
H19710 NP_068839.1
H19711 NP_000312.2
H19712 NP_005758.2
H19713 NP_001155969.1
H19714 NP_001155970.1
H19715 NP_001259.1
H19716 NP_065110.1
H19717 NP_001073141.1
H19718 NP_055738.3
H19719 NP_001498.1
H19720 NP_001180407.1
H19721 NP_112173.1
H19722 NP_001073138.1
H19723 NP_112187.2
H19724 NP_114121.2
H19725 NP_001153780.1
H19726 NP_001035533.1
H19727 NP_001035534.1
H19728 NP_060661.3
H19729 NP_612459.1
H19730 NP_115954.1
H19731 NP_002258.2
H19732 NP_065189.1
H19733 NP_001120954.1
H19734 NP_001007279.1
H19735 NP_005789.2
H19736 NP_434698.1
H19737 NP_998755.1
H19738 NP_775876.1
H19739 NP_955751.1
H19740 NP_945340.2
H19741 NP_001135751.1
H19742 NP_078846.2
H19743 XP_935285.2
H19744 NP_659456.2
H19745 NP_001094790.1
H19746 NP_036273.1
H19747 NP_001035026.1
H19748 NP_001035027.1
H19749 NP_443182.1
H19750 NP_078981.1
H19751 NP_001026889.1
H19752 NP_112580.2
H19753 NP_000044.2
H19754 NP_001005918.1
H19755 NP_001004127.1
H19756 NP_067677.4
H19757 XP_003118937.1
H19758 NP_954983.1
H19759 NP_001139571.1
H19760 NP_061146.1
H19761 NP_954872.1
H19762 NP_057159.2
H19763 NP_001091995.1
H19764 NP_060674.3
H19765 NP_001011724.1
H19766 NP_001011725.1
H19767 NP_006695.1
H19768 NP_001124384.1
H19769 NP_008946.1
H19770 NP_001011705.1
H19771 NP_116567.1
H19772 NP_002581.2
H19773 NP_006409.3
H19774 NP_940843.1
H19775 NP_001123876.1
H19776 NP_001123877.1
H19777 NP_001123878.1
H19778 NP_001123879.1
H19779 NP_001035519.1
H19780 XP_001723619.1
H19781 NP_001035982.1
H19782 NP_112194.2
H19783 NP_001139542.1
H19784 NP_110421.1
H19785 NP_001139543.1
H19786 NP_073754.2
H19787 XP_003118941.1
H19788 NP_065136.1
H19789 NP_982354.1
H19790 XP_001133153.1
H19791 NP_065917.1
H19792 XP_002343283.1
H19793 NP_542937.2
H19794 NP_542938.2
H19795 NP_004383.3
H19796 NP_001065243.1
H19797 NP_079084.2
H19798 NP_055768.3
H19799 NP_001121698.1
H19800 NP_006337.2
H19801 NP_001721.2
H19802 NP_009180.3
H19803 XP_002343284.1
H19804 NP_055647.2
H19805 NP_987091.1
H19806 NP_987093.1
H19807 NP_005993.1
H19808 NP_005349.3
H19809 NP_056667.2
H19810 NP_612453.1
H19811 XP_001133269.4
H19812 NP_006484.1
H19813 NP_036290.1
H19814 NP_055872.4
H19815 NP_003834.3
H19816 NP_659001.2
H19817 NP_001154178.1
H19818 XP_001717618.2
H19819 NP_001035243.1
H19820 NP_653196.1
H19821 NP_003982.1
H19822 NP_000106.1
H19823 NP_001116131.1
H19824 NP_006228.3
H19825 NP_078822.3
H19826 NP_071401.3
H19827 NP_061953.2
H19828 NP_001154879.1
H19829 NP_005833.1
H19830 NP_443142.1
H19831 NP_115605.2
H19832 NP_056382.1
H19833 NP_004457.1
H19834 NP_005699.1
H19835 NP_001913.2
H19836 NP_001123361.1
H19837 NP_055120.1
H19838 NP_851320.1
H19839 NP_009015.1
H19840 NP_005836.2
H19841 NP_001098985.1
H19842 NP_878268.1
H19843 NP_001153572.1
H19844 NP_008915.1
H19845 NP_055749.1
H19846 NP_945319.1
H19847 NP_006251.1
H19848 NP_064506.3
H19849 NP_703157.2
H19850 NP_543008.3
H19851 NP_997187.1
H19852 NP_659002.1
H19853 NP_066361.1
H19854 NP_002262.3
H19855 NP_849192.1
H19856 NP_005757.1
H19857 NP_001001715.2
H19858 NP_001027467.2
H19859 NP_003567.2
H19860 XP_003118698.1
H19861 NP_005064.1
H19862 NP_056111.1
H19863 NP_001123520.1
H19864 NP_001123521.1
H19865 NP_001123522.1
H19866 NP_001137544.1
H19867 NP_808882.1
H19868 NP_005283.1
H19869 NP_001091670.1
H19870 NP_004942.1
H19871 NP_004791.1
H19872 NP_996531.1
H19873 NP_149123.2
H19874 NP_009060.2
H19875 NP_000273.2
H19876 NP_001121164.1
H19877 NP_001171475.1
H19878 NP_001182016.1
H19879 NP_149101.1
H19880 NP_116202.2
H19881 NP_001073137.1
H19882 NP_443099.1
H19883 NP_004782.1
H19884 NP_787125.1
H19885 NP_004106.1
H19886 NP_003282.2
H19887 NP_001010977.1
H19888 NP_001139669.1
H19889 NP_620134.3
H19890 NP_076994.2
H19891 NP_060163.2
H19892 NP_001153068.1
H19893 NP_000114.2
H19894 NP_000443.1
H19895 NP_758958.3
H19896 NP_001155284.1
H19897 NP_001155286.1
H19898 NP_004084.1
H19899 NP_060481.3
H19900 NP_001073865.1
H19901 NP_001091738.1
H19902 NP_002303.2
H19903 NP_996820.1
H19904 NP_116248.2
H19905 NP_001139117.1
H19906 NP_006564.1
H19907 NP_055826.1
H19908 NP_003740.2
H19909 NP_001836.2
H19910 NP_001837.2
H19911 NP_060287.1
H19912 NP_060680.2
H19913 NP_078813.1
H19914 NP_937860.1
H19915 NP_937862.1
H19916 NP_005528.3
H19917 NP_937861.1
H19918 NP_060134.2
H19919 NP_663788.1
H19920 NP_001106983.1
H19921 NP_001106984.1
H19922 NP_003890.1
H19923 NP_001106985.1
H19924 NP_689537.1
H19925 NP_005977.2
H19926 NP_660291.2
H19927 NP_006313.1
H19928 NP_997323.1
H19929 NP_115565.3
H19930 NP_056020.2
H19931 NP_001106203.1
H19932 NP_079255.3
H19933 NP_000122.1
H19934 NP_062562.1
H19935 NP_000495.1
H19936 NP_003882.1
H19937 NP_060856.2
H19938 NP_001120674.1
H19939 NP_001120675.1
H19940 XP_003118981.1
H19941 NP_001008895.1
H19942 NP_003580.1
H19943 NP_005552.3
H19944 NP_078995.2
H19945 NP_612439.2
H19946 NP_954631.1
H19947 NP_001014305.1
H19948 NP_060375.4
H19949 NP_009042.1
H19950 NP_000696.1
H19951 NP_002920.1
H19952 NP_872420.1
H19953 NP_000811.1
H19954 NP_001137417.1
H19955 NP_001137418.1
H19956 NP_031394.2
H19957 NP_001072113.1
H19958 NP_003894.3
H19959 NP_075387.1
H19960 NP_542418.1
H19961 NP_115812.1
H19962 NP_001157616.1
H19963 NP_001157617.1
H19964 XP_002343347.1
H19965 NP_001013372.1
H19966 NP_001005356.1
H19967 XP_003118968.1
H19968 XP_003118971.1
H19969 NP_001138914.1
H19970 NP_751944.1
H19971 NP_001005500.1
H19972 NP_001004723.1
H19973 NP_001005501.1
H19974 NP_001005483.1
H19975 NP_001004063.2
H19976 NP_001005486.1
H19977 NP_001004712.1
H19978 NP_001004714.1
H19979 NP_001004717.1
H19980 NP_001004715.1
H19981 NP_001004724.1
H19982 NP_001005503.1
H19983 NP_001004480.1
H19984 NP_001004479.1
H19985 NP_612385.2
H19986 NP_067001.3
H19987 NP_878272.1
H19988 NP_878269.1
H19989 NP_878271.1
H19990 NP_005475.2
H19991 NP_001036083.1
H19992 NP_009041.2
H19993 NP_001103467.2
H19994 NP_060277.1
H19995 NP_001632.2
H19996 NP_542379.1
H19997 NP_542380.1
H19998 NP_653169.2
H19999 NP_001094284.1
H20000 NP_000261.2
H20001 NP_001012993.1
H20002 NP_001103828.1
H20003 NP_001103831.1
H20004 NP_001103829.1
H20005 NP_001103830.1
H20006 NP_001001673.2
H20007 NP_001103826.1
H20008 NP_001103827.1
H20009 NP_660293.1
H20010 NP_001019993.1
H20011 NP_001001968.1
H20012 NP_001136.1
H20013 NP_001091046.1
H20014 NP_919412.1
H20015 NP_002928.1
H20016 NP_006674.2
H20017 NP_071755.1
H20018 NP_005606.1
H20019 NP_002924.1
H20020 NP_937877.1
H20021 NP_937878.1
H20022 NP_937875.1
H20023 NP_002926.2
H20024 NP_002925.1
H20025 NP_073571.1
H20026 NP_001025162.1
H20027 NP_055394.2
H20028 NP_963293.1
H20029 NP_963294.1
H20030 NP_057334.1
H20031 NP_963831.1
H20032 NP_963832.1
H20033 NP_963833.1
H20034 NP_963834.1
H20035 NP_963835.1
H20036 NP_776245.2
H20037 NP_001012264.1
H20038 NP_115961.2
H20039 NP_612204.1
H20040 NP_060541.3
H20041 NP_057507.2
H20042 NP_001095142.1
H20043 NP_001095924.1
H20044 NP_001140155.1
H20045 NP_001004731.1
H20046 NP_112604.2
H20047 NP_004491.2
H20048 NP_001070910.1
H20049 NP_001070911.1
H20050 NP_065099.3
H20051 NP_009123.1
H20052 NP_065971.2
H20053 NP_001164100.1
H20054 NP_116235.2
H20055 NP_001156852.1
H20056 NP_055643.1
H20057 NP_062826.2
H20058 NP_005398.1
H20059 NP_001005465.1
H20060 NP_001005466.1
H20061 NP_001001912.1
H20062 NP_001335.1
H20063 NP_071343.2
H20064 NP_005006.3
H20065 NP_003973.3
H20066 NP_001119577.1
H20067 NP_001119578.1
H20068 NP_848026.1
H20069 NP_851313.1
H20070 NP_851824.1
H20071 NP_851821.1
H20072 NP_851822.1
H20073 NP_851823.1
H20074 NP_004986.1
H20075 NP_054764.2
H20076 NP_775798.2
H20077 NP_060577.3
H20078 NP_001070819.1
H20079 NP_001070820.1
H20080 NP_006100.2
H20081 NP_001034708.1
H20082 NP_060285.2
H20083 NP_001159741.1
H20084 NP_001159742.1
H20085 NP_116265.1
H20086 NP_932352.1
H20087 NP_068763.2
H20088 NP_001124178.1
H20089 NP_001124180.1
H20090 NP_002788.1
H20091 NP_001124197.1
H20092 NP_001138404.1
H20093 NP_001093250.1
H20094 NP_071923.2
H20095 NP_659422.2
H20096 NP_055792.1
H20097 NP_001158286.1
H20098 NP_001158287.1
H20099 NP_001158288.1
H20100 NP_001158289.1
H20101 NP_060394.1
H20102 NP_001796.2
H20103 NP_036376.2
H20104 NP_877392.1
H20105 XP_003118966.1
H20106 NP_065885.2
H20107 NP_004041.1
H20108 NP_004634.1
H20109 NP_065105.2
H20110 NP_057693.3
H20111 NP_115835.1
H20112 NP_005855.1
H20113 NP_758525.1
H20114 NP_073626.1
H20115 NP_612469.1
H20116 NP_001032365.1
H20117 NP_002462.2
H20118 NP_000248.2
H20119 NP_001036100.1
H20120 NP_056329.1
H20121 XP_003118967.1
H20122 NP_077304.1
H20123 NP_001119811.1
H20124 NP_003908.1
H20125 NP_115828.2
H20126 NP_001139500.1
H20127 NP_878912.1
H20128 NP_005785.1
H20129 NP_066284.2
H20130 NP_001180564.1
H20131 NP_932349.2
H20132 NP_001180565.1
H20133 NP_001180566.1
H20134 NP_001075957.1
H20135 NP_612369.3
H20136 NP_006023.1
H20137 NP_006168.1
H20138 NP_004554.2
H20139 NP_001018083.1
H20140 NP_079506.3
H20141 NP_852002.1
H20142 NP_001156956.1
H20143 NP_981947.1
H20144 NP_006254.1
H20145 NP_788955.1
H20146 NP_057133.2
H20147 NP_002809.2
H20148 NP_060469.4
H20149 NP_006075.3
H20150 NP_005123.2
H20151 NP_001041670.1
H20152 NP_078934.3
H20153 NP_006396.2
H20154 NP_001014842.1
H20155 NP_777604.2
H20156 NP_001171668.1
H20157 NP_054888.2
H20158 NP_612485.2
H20159 NP_006147.1
H20160 NP_057660.2
H20161 NP_001002002.1
H20162 NP_001002000.1
H20163 NP_001002001.1
H20164 NP_001092744.1
H20165 NP_036593.2
H20166 NP_000350.1
H20167 NP_878256.1
H20168 NP_004572.3
H20169 NP_612461.1
H20170 NP_001129522.1
H20171 NP_777573.1
H20172 NP_055245.2
H20173 NP_001158164.1
H20174 NP_062813.2
H20175 NP_858043.1
H20176 NP_001137391.1
H20177 NP_640340.2
H20178 NP_006862.2
H20179 NP_001129494.1
H20180 NP_004545.2
H20181 NP_079357.2
H20182 NP_001034860.1
H20183 NP_056114.1
H20184 NP_064580.2
H20185 NP_001827.1
H20186 NP_001902.1
H20187 NP_219491.1
H20188 NP_004122.2
H20189 NP_054897.4
H20190 NP_006480.2
H20191 NP_002506.2
H20192 NP_006482.1
H20193 NP_005240.3
H20194 NP_002733.2
H20195 NP_060239.2
H20196 NP_057190.2
H20197 NP_878255.1
H20198 NP_004077.1
H20199 NP_001128530.1
H20200 NP_055389.3
H20201 NP_001077362.1
H20202 NP_001121598.1
H20203 NP_009008.2
H20204 NP_056197.2
H20205 NP_056288.1
H20206 NP_542395.1
H20207 NP_079428.2
H20208 NP_001164.2
H20209 NP_001025226.1
H20210 NP_004265.3
H20211 NP_071406.1
H20212 NP_775182.1
H20213 NP_001159365.1
H20214 NP_001158221.1
H20215 NP_071356.1
H20216 NP_612145.2
H20217 NP_060923.2
H20218 NP_689419.2
H20219 NP_067072.3
H20220 NP_619579.1
H20221 NP_068733.1
H20222 NP_038476.2
H20223 NP_872589.1
H20224 NP_003127.1
H20225 NP_001139754.1
H20226 NP_775878.2
H20227 NP_001072987.1
H20228 NP_060387.2
H20229 NP_055487.2
H20230 NP_002782.1
H20231 NP_065390.1
H20232 NP_115983.3
H20233 NP_919277.2
H20234 NP_055805.1
H20235 NP_115728.2
H20236 NP_057670.2
H20237 NP_001138363.1
H20238 NP_001094811.1
H20239 NP_001073136.1
H20240 NP_003308.1
H20241 XP_003118969.1
H20242 NP_055175.2
H20243 NP_006185.1
H20244 NP_001164641.1
H20245 NP_085134.1
H20246 NP_620059.1
H20247 NP_004487.2
H20248 XP_002343340.2
H20249 NP_001040.1
H20250 NP_778230.1
H20251 NP_006355.2
H20252 NP_003607.1
H20253 NP_001009182.1
H20254 NP_001009183.1
H20255 NP_803235.1
H20256 NP_001073005.1
H20257 NP_002678.2
H20258 NP_473365.3
H20259 NP_976229.1
H20260 NP_976230.1
H20261 NP_005921.2
H20262 NP_976231.1
H20263 NP_976046.1
H20264 NP_689660.2
H20265 NP_115511.3
H20266 NP_001017923.1
H20267 NP_060128.2
H20268 NP_055906.2
H20269 NP_060392.3
H20270 NP_002004.1
H20271 NP_065988.1
H20272 NP_060823.3
H20273 NP_542784.1
H20274 NP_001106970.2
H20275 NP_878250.2
H20276 NP_001025172.1
H20277 NP_001023.1
H20278 NP_689542.2
H20279 NP_982292.1
H20280 NP_000992.1
H20281 NP_002399.1
H20282 NP_001077377.1
H20283 NP_060609.2
H20284 NP_002683.2
H20285 NP_751943.1
H20286 NP_055130.1
H20287 NP_004704.2
H20288 NP_001654.1
H20289 NP_001012724.1
H20290 XP_003118970.1
H20291 NP_001014830.1
H20292 NP_078834.2
H20293 NP_001035752.1
H20294 NP_008870.2
H20295 NP_079160.1
H20296 NP_001003803.1
H20297 NP_001003805.1
H20298 NP_056499.2
H20299 NP_004187.2
H20300 NP_006566.2
H20301 NP_942089.1
H20302 NP_056999.2
H20303 NP_853629.2
H20304 NP_001121185.1
H20305 NP_068590.1
H20306 NP_065972.3
H20307 NP_057434.4
H20308 NP_891991.1
H20309 NP_891989.2
H20310 NP_861535.1
H20311 NP_853511.2
H20312 NP_002854.3
H20313 NP_001157412.1
H20314 NP_055978.4
H20315 NP_443210.1
H20316 NP_110382.3
H20317 XP_003118972.1
H20318 NP_001035946.1
H20319 NP_689543.1
H20320 NP_444292.1
H20321 NP_057123.1
H20322 NP_031387.3
H20323 NP_000944.1
H20324 NP_000947.2
H20325 NP_065835.2
H20326 NP_001153519.1
H20327 NP_001093122.1
H20328 NP_055399.1
H20329 NP_002797.3
H20330 NP_660294.1
H20331 NP_001124173.1
H20332 NP_932332.1
H20333 NP_006823.1
H20334 NP_001128471.1
H20335 NP_001128472.1
H20336 NP_085140.2
H20337 NP_001153619.1
H20338 NP_001153620.1
H20339 NP_001193.2
H20340 NP_570911.2
H20341 NP_570912.2
H20342 NP_005183.2
H20343 NP_001124323.1
H20344 NP_005767.1
H20345 NP_004115.1
H20346 NP_006559.1
H20347 NP_056404.3
H20348 NP_001155048.1
H20349 NP_001155049.1
H20350 NP_001019242.1
H20351 NP_001019241.1
H20352 NP_000152.1
H20353 NP_001019195.1
H20354 NP_009017.1
H20355 NP_001008397.1
H20356 NP_543143.1
H20357 NP_955453.1
H20358 NP_653179.1
H20359 NP_001170859.1
H20360 NP_002297.2
H20361 NP_055565.3
H20362 NP_001139487.1
H20363 NP_060413.2
H20364 NP_689417.1
H20365 NP_055739.2
H20366 NP_950248.1
H20367 NP_001072989.1
H20368 NP_001072990.1
H20369 NP_004977.2
H20370 NP_891556.1
H20371 NP_067078.1
H20372 NP_060269.3
H20373 NP_068374.1
H20374 NP_758840.1
H20375 NP_006535.1
H20376 NP_060699.3
H20377 NP_001011713.2
H20378 NP_060638.2
H20379 NP_001073924.1
H20380 NP_001001872.2
H20381 NP_060947.1
H20382 NP_002779.1
H20383 NP_687033.1
H20384 NP_075376.2
H20385 NP_002883.3
H20386 NP_075377.2
H20387 NP_997260.1
H20388 NP_036592.1
H20389 NP_055564.3
H20390 NP_001072988.1
H20391 NP_057735.2
H20392 NP_055807.1
H20393 NP_072093.2
H20394 NP_653182.1
H20395 NP_057559.2
H20396 NP_001092095.1
H20397 NP_001157871.1
H20398 NP_066959.1
H20399 NP_996739.1
H20400 NP_996734.1
H20401 NP_071940.4
H20402 NP_057113.1
H20403 NP_808821.2
H20404 NP_066283.1
H20405 NP_808820.1
H20406 NP_777638.2
H20407 NP_031400.2
H20408 NP_005973.1
H20409 NP_059116.3
H20410 NP_002422.1
H20411 NP_001171434.1
H20412 NP_065861.2
H20413 NP_001166173.1
H20414 NP_722518.2
H20415 NP_001017970.1
H20416 NP_006246.2
H20417 NP_001521.1
H20418 NP_851397.1
H20419 NP_003073.1
H20420 NP_114120.2
H20421 NP_647479.2
H20422 NP_758963.1
H20423 NP_758964.1
H20424 NP_065714.1
H20425 NP_660154.2
H20426 NP_006237.1
H20427 NP_542397.1
H20428 NP_001008726.1
H20429 NP_110418.1
H20430 NP_055995.4
H20431 NP_878918.2
H20432 NP_878917.1
H20433 NP_878914.1
H20434 NP_001035365.1
H20435 NP_001035366.1
H20436 NP_001428.1
H20437 NP_005947.3
H20438 NP_004848.3
H20439 NP_008908.2
H20440 NP_055765.2
H20441 NP_001116801.1
H20442 NP_068814.2
H20443 NP_758953.1
H20444 NP_056364.1
H20445 NP_001020029.1
H20446 NP_000338.3
H20447 XP_003118958.1
H20448 NP_660148.2
H20449 NP_002074.2
H20450 NP_941959.1
H20451 NP_002019.1
H20452 NP_932061.1
H20453 NP_002373.3
H20454 NP_660087.1
H20455 NP_660088.1
H20456 NP_660092.1
H20457 NP_660089.1
H20458 NP_835367.1
H20459 NP_835368.1
H20460 NP_835369.1
H20461 NP_004471.3
H20462 NP_835370.1
H20463 NP_065857.1
H20464 NP_001019389.1
H20465 NP_775797.2
H20466 NP_071919.2
H20467 NP_057078.1
H20468 NP_004085.1
H20469 NP_057529.1
H20470 NP_872332.1
H20471 NP_065766.1
H20472 NP_004560.1
H20473 NP_001163.1
H20474 NP_006361.1
H20475 NP_057110.3
H20476 NP_689656.2
H20477 NP_056161.2
H20478 NP_598193.2
H20479 NP_002868.1
H20480 NP_598194.1
H20481 NP_004917.2
H20482 NP_997325.2
H20483 NP_001093.1
H20484 NP_001123476.1
H20485 NP_001123477.1
H20486 NP_003852.1
H20487 NP_001180289.1
H20488 NP_001180290.1
H20489 NP_001180291.1
H20490 NP_001180292.1
H20491 NP_060669.1
H20492 NP_065743.2
H20493 NP_001161840.1
H20494 NP_004441.1
H20495 NP_060845.2
H20496 NP_001154970.1
H20497 NP_055549.1
H20498 NP_001034554.1
H20499 NP_008856.2
H20500 NP_003040.1
H20501 XP_003118959.1
H20502 NP_071420.1
H20503 NP_001030024.1
H20504 NP_489479.1
H20505 NP_891977.1
H20506 NP_150287.1
H20507 NP_892114.1
H20508 NP_001123889.1
H20509 NP_891981.1
H20510 NP_057552.1
H20511 NP_060843.2
H20512 NP_003804.1
H20513 NP_003805.3
H20514 NP_005457.2
H20515 NP_056166.1
H20516 NP_149132.2
H20517 NP_055797.2
H20518 NP_056371.1
H20519 NP_004287.3
H20520 NP_036206.3
H20521 NP_056419.2
H20522 NP_851938.2
H20523 NP_001156980.1
H20524 NP_001156981.1
H20525 NP_851937.1
H20526 NP_067083.1
H20527 NP_848535.1
H20528 NP_067062.1
H20529 NP_015557.2
H20530 NP_000012.1
H20531 NP_775733.3
H20532 NP_003735.3
H20533 NP_001005743.1
H20534 NP_001005744.1
H20535 NP_001005745.1
H20536 NP_976054.1
H20537 NP_078920.2
H20538 NP_001032238.1
H20539 NP_006812.3
H20540 NP_689544.3
H20541 NP_001032239.1
H20542 NP_113615.2
H20543 NP_006020.4
H20544 NP_919254.2
H20545 NP_001036783.1
H20546 NP_689657.1
H20547 NP_001139626.1
H20548 NP_001139627.1
H20549 NP_067011.1
H20550 NP_689658.1
H20551 NP_872282.1
H20552 NP_872286.1
H20553 NP_001240.1
H20554 NP_079333.2
H20555 NP_005580.1
H20556 NP_001019845.1
H20557 NP_878314.1
H20558 NP_005041.1
H20559 NP_060698.2
H20560 NP_001099049.1
H20561 NP_006423.1
H20562 NP_919255.2
H20563 NP_000419.1
H20564 NP_001034568.1
H20565 NP_057046.1
H20566 NP_062535.2
H20567 NP_001073877.1
H20568 NP_001924.2
H20569 NP_113652.1
H20570 NP_002623.2
H20571 NP_055054.1
H20572 NP_055196.2
H20573 NP_001035197.1
H20574 NP_001098.1
H20575 NP_982355.1
H20576 NP_078919.2
H20577 NP_001035895.1
H20578 NP_149107.4
H20579 NP_006818.3
H20580 NP_005243.1
H20581 NP_001128521.1
H20582 NP_569736.1
H20583 NP_001128519.1
H20584 NP_001128520.1
H20585 NP_006390.1
H20586 NP_060261.2
H20587 NP_009107.1
H20588 NP_055887.3
H20589 NP_003230.1
H20590 NP_443105.2
H20591 NP_001096034.1
H20592 NP_060442.2
H20593 NP_060396.2
H20594 NP_004443.3
H20595 NP_055724.1
H20596 NP_056120.2
H20597 NP_919263.2
H20598 NP_078772.1
H20599 NP_219494.2
H20600 NP_777636.2
H20601 NP_065164.2
H20602 NP_067080.1
H20603 NP_037514.2
H20604 NP_665877.1
H20605 NP_665878.2
H20606 NP_001504.2
H20607 NP_998766.1
H20608 NP_001010860.1
H20609 NP_001106946.1
H20610 NP_620146.1
H20611 NP_071350.2
H20612 NP_001180243.1
H20613 NP_001180244.1
H20614 NP_001180245.1
H20615 NP_001180246.1
H20616 NP_036243.1
H20617 NP_954993.1
H20618 NP_872315.2
H20619 NP_004854.1
H20620 NP_006011.2
H20621 NP_112487.1
H20622 NP_036377.1
